date,best buy stock,bby
2021-08-16,62,30
2021-08-17,63,34
2021-08-18,62,37
2021-08-19,57,30
2021-08-20,64,38
2021-08-21,58,29
2021-08-22,45,26
2021-08-23,63,32
2021-08-24,100,76
2021-08-25,82,53
2021-08-26,88,42
2021-08-27,71,50
2021-08-28,42,28
2021-08-29,40,26
2021-08-30,57,36
2021-08-31,80,32
2021-09-01,67,37
2021-09-02,74,28
2021-09-03,60,34
2021-09-04,46,24
2021-09-05,50,30
2021-09-06,54,41
2021-09-07,52,26
2021-09-08,68,35
2021-09-09,58,31
2021-09-10,66,32
2021-09-11,38,20
2021-09-12,37,29
2021-09-13,57,36
2021-09-14,60,29
