date,best buy stock,bby
2022-10-12,86,55
2022-10-13,93,49
2022-10-14,88,46
2022-10-15,49,47
2022-10-16,55,57
2022-10-17,80,59
2022-10-18,82,57
2022-10-19,93,51
2022-10-20,83,53
2022-10-21,68,55
2022-10-22,56,58
2022-10-23,52,47
2022-10-24,79,60
2022-10-25,76,44
2022-10-26,94,46
2022-10-27,95,55
2022-10-28,96,70
2022-10-29,61,54
2022-10-30,58,53
2022-10-31,76,53
2022-11-01,86,56
2022-11-02,89,61
2022-11-03,90,55
2022-11-04,96,57
2022-11-05,68,52
2022-11-06,51,52
2022-11-07,95,49
2022-11-08,100,56
2022-11-09,82,53
2022-11-10,88,46
