date,best buy stock,bby
2022-02-15,55,28
2022-02-16,60,36
2022-02-17,64,30
2022-02-18,51,31
2022-02-19,44,31
2022-02-20,43,26
2022-02-21,44,28
2022-02-22,60,46
2022-02-23,57,35
2022-02-24,100,36
2022-02-25,67,29
2022-02-26,47,27
2022-02-27,44,32
2022-02-28,63,32
2022-03-01,65,33
2022-03-02,58,37
2022-03-03,80,74
2022-03-04,77,44
2022-03-05,44,31
2022-03-06,49,27
2022-03-07,65,54
2022-03-08,77,45
2022-03-09,69,37
2022-03-10,64,34
2022-03-11,58,30
2022-03-12,55,28
2022-03-13,41,31
2022-03-14,53,30
2022-03-15,57,31
2022-03-16,52,27
