date,best buy stock,bby
2024-09-16,77,67
2024-09-17,76,54
2024-09-18,87,59
2024-09-19,93,58
2024-09-20,73,53
2024-09-21,53,51
2024-09-22,49,44
2024-09-23,81,59
2024-09-24,100,49
2024-09-25,79,57
2024-09-26,94,60
2024-09-27,95,62
2024-09-28,54,50
2024-09-29,49,51
2024-09-30,85,57
2024-10-01,88,74
2024-10-02,97,52
2024-10-03,86,49
2024-10-04,91,50
2024-10-05,49,45
2024-10-06,60,53
2024-10-07,88,62
2024-10-08,75,46
2024-10-09,85,53
2024-10-10,94,53
2024-10-11,95,51
2024-10-12,59,61
2024-10-13,62,53
2024-10-14,90,43
2024-10-15,90,51
