date,best buy stock,bby
2024-03-09,72,35
2024-03-10,55,44
2024-03-11,81,51
2024-03-12,80,49
2024-03-13,89,46
2024-03-14,81,45
2024-03-15,68,39
2024-03-16,53,46
2024-03-17,48,44
2024-03-18,87,54
2024-03-19,80,43
2024-03-20,100,53
2024-03-21,91,44
2024-03-22,81,49
2024-03-23,59,52
2024-03-24,57,45
2024-03-25,85,52
2024-03-26,74,44
2024-03-27,85,57
2024-03-28,89,55
2024-03-29,56,50
2024-03-30,37,47
2024-03-31,50,58
2024-04-01,74,46
2024-04-02,88,53
2024-04-03,71,55
2024-04-04,78,49
2024-04-05,88,46
2024-04-06,52,56
2024-04-07,47,46
