date,best buy stock,bby
2022-09-28,71,92
2022-09-29,85,87
2022-09-30,92,68
2022-10-01,61,75
2022-10-02,60,59
2022-10-03,80,70
2022-10-04,87,65
2022-10-05,86,70
2022-10-06,97,56
2022-10-07,85,70
2022-10-08,68,62
2022-10-09,69,69
2022-10-10,79,60
2022-10-11,89,63
2022-10-12,90,58
2022-10-13,97,51
2022-10-14,93,49
2022-10-15,52,50
2022-10-16,58,59
2022-10-17,84,62
2022-10-18,86,59
2022-10-19,97,53
2022-10-20,87,56
2022-10-21,71,58
2022-10-22,59,61
2022-10-23,54,49
2022-10-24,83,63
2022-10-25,80,46
2022-10-26,99,49
2022-10-27,100,58
